Token,POS
is,VVUOP
",",ZM
optimaal,BS
gebruik,VTHOG
word,VTUOP
.,ZE
,
jaar,NSE
en,KN
kwartaal,NSE
;,ZM
,
die,LB
gcis,RL
sal,VTUOM
nie,BS
aanspreeklik,BS
gehou,VVHOG
kan,VTUOM
word,VTUOP
vir,SVS
enige,PO
versuim,NA
om,SVS
te,UPI
reageer,VTHOO
nie,UPO
.,ZE
,
nog,BS
nie,BS
bereik,VTHOO
nie,UPO
;,ZM
deels,BS
bereik,VTHOO
;,ZM
bereik,VTHOO
;,ZM
,
dit,PDOENP
sluit,VTHOG
in,UPW
aangeleenthede,NSM
ten,SVS
opsigte,NSM
van,SVS
die,LB
grondwet,NSE
",",ZM
sekuriteit,NA
",",ZM
media,NM
en,KN
verkiesingswette,NSM
",",ZM
en,KN
ander,ASA
aangeleenthede,NSM
wat,PB
vir,SVS
baie,THAO
jare,NSM
reeds,BS
twispunte,NSM
was,VVHOK
.,ZE
,
wat,PB
belangrik,ASP
is,VTHOK
",",ZM
is,VTHOK
dat,KO
die,LB
voordele,NSM
van,SVS
groei,NA
werkskepping,NA
moet,VTUOM
insluit,VTHSG
en,KN
moet,VTUOM
verseker,VTHOG
dat,KO
daar,UXD
behoorlike,ASA
werk,NA
is,VTHOK
.,ZE
,
enigiemand,PO
met,SVS
'n,LO
belang,NSE
by,SVS
die,LB
lewe,NSE
en,KN
welstand,NA
van,SVS
die,LB
klaer,NSE
.,ZE
,
ek,PEENP
dra,VTHOG
ook,BS
kennis,NA
van,SVS
die,LB
diepe,ASA
trots,NA
wat,PB
ervaar,VTHOG
is,VVUOP
deur,SVS
almal,PO
wat,PB
tot,SVS
die,LB
geledere,NSM
van,SVS
die,LB
hoogaangeskrewe,ASA
nasionale,ASA
ordes,NSM
toegelaat,VVHOG
is,VVUOP
.,ZE
,
kodes,NSM
soos,UPV
"""",ZPL
uitstekend,ASP
"""",ZPR
",",ZM
"""",ZPL
baie,THBO
goed,ASP
"""",ZPR
",",ZM
"""",ZPL
goed,ASP
"""",ZPR
",",ZM
"""",ZPL
bevoeg,ASP
"""",ZPR
en,KN
"""",ZPL
onvoldoende,ASP
"""",ZPR
is,VTHOK
veel,BS
vinniger,AVP
om,SVS
te,UPI
skryf,VTHOG
en,KN
maak,VTHOG
dit,PDOENP
moontlik,BS
om,SVS
prestasie,NSE
met,SVS
vorige,ASA
werk,NA
te,UPI
vergelyk,VTHOG
en,KN
volgens,SVS
assesseringstandaarde,NSM
te,UPI
assesseer,VTHOG
.,ZE
,
die,LB
oorledene,NSE
se,UPS
ouer,NSE
",",ZM
eggenoot,NSE
of,KN
kind,NSE
is,VTHOK
.,ZE
,
hierdie,PA
hoeveelheid,NSE
elektrisiteit,NM
sal,VTUOM
genoeg,ASA
krag,NM
lewer,VTHOG
vir,SVS
basiese,ASA
beligting,NM
",",ZM
basiese,ASA
waterverhitting,NM
met,SVS
'n,LO
ketel,NSE
",",ZM
basiese,ASA
strykwerk,NM
",",ZM
en,KN
die,LB
gebruik,NA
van,SVS
'n,LO
klein,ASA
swart-wit,ASA
televisie,NSE
en,KN
'n,LO
radio,NSE
.,ZE
,
klagtes,NSM
oor,SVS
voorvalle,NSM
wat,PB
plaasgevind,VVHOO
het,VUOT
voor,SVS
die,LB
totstandkoming,NA
van,SVS
die,LB
okd,RL
",",ZM
met,SVS
ander,ASA
woorde,NSM
alle,THAO
voorvalle,NSM
wat,PB
voor,SVS
april,NEE
1997,RS
plaasgevind,VVHOG
het,VUOT
.,ZE
,
verlede,ASA
maand,NSE
",",ZM
tydens,SVS
sy,PDHEB
jaarlikse,ASA
lekgotla,NSE
of,KN
bosberaad,NSE
in,SVS
januarie,NEE
",",ZM
het,VUOT
die,LB
nasionale,ASA
kabinet,NSE
",",ZM
wat,PB
aan,SVS
die,LB
spits,NSE
staan,VTHOO
van,SVS
die,LB
regeringstelsel,NSE
wat,PB
ons,PEMP
die,LB
voorreg,NSE
het,VTHOG
om,SVS
te,UPI
bestuur,VTHOG
",",ZM
besin,VTHOO
oor,SVS
die,LB
feit,NSE
dat,KO
daardie,PA
ontmoeting,NSE
die,LB
halfpadmerk,NSE
verteenwoordig,VTHOG
het,VUOT
in,SVS
die,LB
bestaan,NA
van,SVS
die,LB
regering,NSE
wat,PB
tydens,SVS
ons,PEMB
mees,BO
onlangse,ASA
verkiesing,NSE
",",ZM
in,SVS
2004,RS
",",ZM
in,SVS
die,LB
lewe,NSE
geroep,VVHOG
is,VVUOP
.,ZE
,
die,LB
ekonomie,NSE
het,VUOT
oor,SVS
die,LB
afgelope,ASA
drie,THAB
jaar,NSE
ongeveer,BS
anderhalf,THBB
miljoen,THAB
werksgeleenthede,NSM
geskep,VVHOG
.,ZE
,
jy,PTENP
kan,VTUOM
enige,PO
klagte,NSE
aanhangig,BS
maak,VTHOO
by,SVS
die,LB
onderhoudsondersoekbeampte,NSE
;,ZM
die,LB
onderhoudsbeampte,NSE
;,ZM
die,LB
bestuurder,NSE
van,SVS
die,LB
hof,NSE
;,ZM
die,LB
streekshoof,NSE
:,ZM
justisie,NA
en,KN
staatkundige,ASA
ontwikkeling,NA
",",ZM
of,KN
die,LB
sentrum,NSE
vir,SVS
uitnemende,ASA
diens,NSE
;,ZM
die,LB
nasionale,ASA
departement,NSE
van,SVS
justisie,NA
en,KN
grondwetlike,ASA
ontwikkeling,NA
se,UPS
onderhoudsprojek,NSE
;,ZM
of,KN
by,SVS
die,LB
direktoraat,NSE
:,ZM
geslagsake,NSM
.,ZE
,
'n,LO
gesondheidsvraelys,NSE
moet,VTUOM
invul,VTHSG
",",ZM
soos,UPV
deur,SVS
die,LB
nasionale,ASA
kommissaris,NSE
bepaal,VTHOG
is,VVUOP
,
tjeks,NSM
en,KN
posorders,NSM
moet,VTUOM
uitgemaak,VVHOG
word,VTUOP
aan,SVS
die,LB
direkteur-generaal,NSE
:,ZM
landbou,NM
,
vanselfsprekend,BS
kan,VTUOM
die,LB
onsekerhede,NSM
oor,SVS
die,LB
politieke,ASA
oorgang,NSE
meer,THAO
vrae,NSM
meebring,VTHSG
as,KO
wat,PB
daar,UXD
tans,BS
antwoorde,NSM
is,VTHOK
.,ZE
,
wenke,NSM
vir,SVS
wanneer,PB
jy,PTENP
dokumente,NSM
na,SVS
jou,PTEB
rekenaar,NSE
wil,VTUOM
aflaai,VTHSG
:,ZM
,
organisasies,NSM
wat,PB
tans,BS
nie,BS
formeel,BS
van,SVS
inkomstebelasting,NSE
vrygestel,VVHOG
is,VVUOP
nie,UPO
",",VTHOG
kan,VTUOM
'n,LO
ingevulde,ASA
aansoekvorm,NSE
indien,VTHSG
",",VTHOG
saam,BS
met,SVS
die,LB
nodige,ASA
ondersteunende,ASA
dokumente,NSM
en,KN
die,LB
ondertekende,ASA
geskrewe,ASA
onderneming,NSE
waarin,PB
persone,NSM
wat,PB
in,SVS
'n,LO
fidusiêre,ASA
hoedanigheid,NSE
optree,VTHSO
",",VTHOG
onderneem,VTHOG
om,SVS
aan,SVS
die,LB
voorwaardes,NSM
van,SVS
artikel,NSE
30,RS
van,SVS
die,LB
wet,NSE
op,SVS
organisasies,NSM
sonder,SVS
winsoogmerk,NSE
",",VTHOG
1997,RS
",",VTHOG
te,UPI
voldoen,VTHOV
.,ZE
,
oorkoepelend,ASP
aan,SVS
hierdie,PA
planne,NSM
en,KN
dus,BS
'n,LO
kritiese,ASA
prioriteit,NSE
",",ZM
is,VTHOK
inligting-,RWD
en,KN
kommunikasietegnologie,NA
wat,PB
beide,THPB
'n,LO
fasiliteerder,NSE
en,KN
'n,LO
sektor,NSE
in,SVS
eie,ASA
reg,NSE
is,VTHOK
.,ZE
,
enige,PO
ander,ASA
vereiste,ASA
dokumentasie,NM
",",ZM
soos,UPV
'n,LO
vrywaringsverklaring,NSE
en,KN
'n,LO
sertifikaat,NSE
van,SVS
inenting,NSE
teen,SVS
hondsdolheid,NM
.,ZE
,
binne,SVS
die,LB
uitnemende,ASA
versameling,NSE
van,SVS
uitsonderlike,ASA
suid-afrikaners,NSM
is,VTHOK
die,LB
lede,NSM
van,SVS
ons,PEMB
demokratiese,ASA
parlement,NSE
wat,PB
ons,PEMP
ongelukkig,BS
sedert,SVS
laas,ASA
februarie,NEE
finaal,BS
vaarwel,NA
moes,VVUOM
roep,VTHOG
.,ZE
,
dien,VTHOG
die,LB
volgende,NA
saam,BS
met,SVS
jou,PTEB
aansoek,NSE
in,UPW
:,ZM
,
ek,PEENP
noem,VTHOG
nie,BS
hierdie,PA
kwessies,NSM
omdat,KO
hulle,PDMP
omvattend,ASP
is,VTHOK
of,KN
omdat,KO
ons,PEMP
alle,THAO
probleme,NSM
in,SVS
ons,PEMB
samelewing,NSE
sal,VTUOM
oplos,VTHSG
as,KO
ons,PEMP
hulle,PDMP
identifiseer,VTHOG
nie,UPO
.,ZE
,
verleen,VTHOG
formeel,BS
prokurasie,NSE
(,ZPL
volmag,NSE
),ZPR
aan,SVS
die,LB
prokureur,NSE
",",ZM
deur,SVS
te,UPI
verklaar,VTHOG
dat,KO
jy,PTENP
hom,PDHEDP
of,KN
haar,PDVEDP
magtig,VTHOG
om,SVS
namens,SVS
jou,PTEDP
op,UPW
te,UPI
tree,VTHOO
.,ZE
,
bykomend,ASP
tot,SVS
hierdie,PA
onderneming,NSE
is,VTHOK
ons,PEMB
prioriteit,NSE
gedurende,SVS
die,LB
komende,ASA
tydperk,NSE
ook,BS
verdere,ASA
ingrypings,NSM
in,SVS
die,LB
voortgesette,ASA
onderwys-,RWD
en,KN
opleidingskolleges,NSM
(,ZPL
voo-kolleges,NSM
),ZPR
",",ZM
die,LB
sektorale,ASA
onderwys-,RWD
en,KN
opleidingsowerhede,NSM
(,ZPL
setas,RK
),ZPR
",",ZM
befondsing,NM
van,SVS
skole,NSM
in,SVS
die,LB
laagste,AOA
drie,THAB
kwintiele,NSM
sodat,KO
hulle,PDMP
vrygeskeld,VVHOG
kan,VTUOM
word,VTUOP
van,SVS
die,LB
verantwoordelikheid,NSE
om,SVS
fondse,NSM
te,UPI
verhaal,VTHOG
",",ZM
en,KN
die,LB
bespoediging,NA
van,SVS
indiensopleiding,NA
vir,SVS
professionele,ASA
gegradueerdes,NSM
.,ZE
,
in,SVS
hierdie,PA
opsig,NSE
wil,VTUOM
ek,PEENP
graag,BS
my,PEEB
waardering,NA
uitspreek,VTHSG
teenoor,SVS
en,KN
ten,SVS
volle,BS
saamstem,VTHSO
met,SVS
die,LB
opmerkings,NSM
wat,PB
gemaak,VVHOG
is,VVUOP
deur,SVS
die,LB
hoof,RWD
uitvoerende,ASA
beampte,NSE
van,SVS
anglo-,RWD
american,NEE
",",ZM
cynthia,NEE
caroll,NEE
",",ZM
toe,PB
sy,PDVENP
die,LB
mynberaad,NSE
hier,BS
in,SVS
kaapstad,NEE
vroeër,BV
vandeesweek,BS
-,ZM
op,SVS
dinsdag,NEE
",",ZM
5,RS
februarie,NEE
-,ZM
toegespreek,VVHOG
het,VUOT
.,ZE
,
om,SVS
hierdie,PA
rede,NSE
sal,VTUOM
ons,PEMP
in,SVS
die,LB
loop,NA
van,SVS
die,LB
jaar,NSE
onder,SVS
meer,THPO
die,LB
volgende,NA
doen,VTHOG
:,ZM
,
die,LB
volksnaam,NSE
en,KN
wetenskaplike,ASA
naam,NSE
van,SVS
elke,PO
spesie,NSE
wat,PB
uitgevoer,VVHOG
gaan,VTUOM
word,VTUOP
,
om,SVS
seewatervis,NM
te,UPI
mag,VTUOM
invoer,VTHSG
",",ZM
moet,VTUOM
jy,PTENP
aansoek,NSE
doen,VTHOG
om,SVS
'n,LO
invoerpermit,NSE
",",ZM
wat,PB
deur,SVS
die,LB
minister,NSE
van,SVS
omgewingsake,NSM
en,KN
toerisme,NA
of,KN
die,LB
gedelegeerde,ASA
gesagsowerheid,NSE
toegeken,VVHOG
word,VTUOP
.,ZE
,
die,LB
werfkaart,NSE
verskaf,VTHOG
'n,LO
visuele,ASA
voorstelling,NSE
van,SVS
die,LB
struktuur,NSE
van,SVS
die,LB
webtuiste,NSE
.,ZE
,
hulle,PDMP
is,VTHOK
bekommerd,ASP
oor,SVS
ons,PEMB
vermoë,NSE
om,SVS
die,LB
demokratiese,ASA
regte,NSM
en,KN
die,LB
demokratiese,ASA
grondwet,NSE
wat,PB
uit,SVS
enorme,ASA
opofferings,NSM
gebore,VTHOG
is,VVUOP
",",ZM
te,UPI
beskerm,VTHOG
.,ZE
,
ons,PEMP
het,VUOT
al,BS
op,SVS
vele,ASA
geleenthede,NSM
ons,PEMB
kommer,NA
uitgespreek,VVHOG
oor,SVS
die,LB
volharding,NA
van,SVS
konflik,NA
in,SVS
die,LB
midde-ooste,NEE
oor,SVS
die,LB
algemeen,NA
",",ZM
en,KN
spesifiek,BS
in,SVS
israel,NEE
en,KN
palestina,NEE
.,ZE
,
die,LB
vorderingskedule,NSE
is,VTHOK
'n,LO
verslag,NSE
/,RS
rekord,NSE
met,SVS
'n,LO
opsomming,NSE
van,SVS
inligting,NM
rakende,SVS
die,LB
vordering,NA
van,SVS
al,THAO
die,LB
leerders,NSM
in,SVS
die,LB
graad,NSE
in,SVS
die,LB
skool,NSE
.,ZE
,
gedetailleerde,ASA
programme,NSM
in,SVS
werking,NA
te,UPI
stel,VTHOG
om,SVS
die,LB
uitdagings,NSM
van,SVS
die,LB
tweede,TRAB
ekonomie,NSE
die,LB
hoof,NSE
te,UPI
bied,VTHOG
,
alle,THAO
persone,NSM
",",ZM
sakeondernemings,NSM
",",ZM
entiteite,NSM
of,KN
webwerwe,NSM
word,VTUOP
egter,BS
uitdruklik,BS
verbied,VTHOG
om,SVS
enige,PO
bladsy,NSE
op,SVS
hierdie,PA
webwerf,NSE
",",ZM
insluitende,SVS
die,LB
tuisbladsy,NSE
",",ZM
op,SVS
enige,PO
wyse,NSE
te,UPI
raam,VTHOG
tensy,KO
hulle,PDMP
vooraf,BS
skriftelike,ASA
toestemming,NA
daartoe,PB
van,SVS
die,LB
gcis,RL
verkry,VTHOG
het,VUOT
.,ZE
,
alle,THAO
plaasprodukte,NSM
",",ZM
hout,NM
",",ZM
lewende,ASA
hawe,NM
",",ZM
erts,NM
",",ZM
minerale,NSM
of,KN
edelstene,NSM
wat,PB
jy,PTENP
as,KO
agent,NSE
namens,SVS
die,LB
produsent,NSE
verkoop,VTHOG
het,VUOT
.,ZE
,
met,SVS
almal,PO
aan,SVS
boord,NSE
",",ZM
en,KN
daartoe,PB
verbind,VTHOG
om,SVS
ons,PEMB
sake,NSM
op,SVS
'n,LO
buitengewone,ASA
en,KN
meer,THBO
doeltreffende,ASA
wyse,NSE
te,UPI
behartig,VTHOG
",",ZM
sal,VTUOM
ons,PEMP
die,LB
proses,NSE
van,SVS
ons,PEMB
herkonstruksie,NA
en,KN
ontwikkeling,NA
volhou,VTHSG
en,KN
dit,PDOENP
selfs,BS
na,SVS
hoër,AVA
vlakke,NSM
neem,VTHOG
.,ZE
,
voorbereiding,NA
,
dit,PDOENP
vind,VTHOO
deur,SVS
rapportering,NA
plaas,UPW
.,ZE
,
enigiemand,PO
wat,PB
mishandel,VTHOG
word,VTUOP
of,KN
voorheen,BS
mishandel,VTHOG
is,VVUOP
,
na,SVS
gelang,NA
van,SVS
spesifieke,ASA
omstandighede,NSM
sal,VTUOM
kontak,NA
persoonlik,BS
",",ZM
skriftelik,BS
",",ZM
telefonies,BS
",",ZM
of,KN
deur,SVS
gepaste,ASA
tussengangers,NSM
bewerkstellig,VTHOG
word,VTUOP
.,ZE
,
die,LB
vordering,NA
wat,PB
ons,PEMP
met,SVS
die,LB
herkapitalisering,NA
van,SVS
kolleges,NSM
vir,SVS
verdere,ASA
opleiding,NA
en,KN
onderwys,NA
(,ZPL
voo,RL
),ZPR
gemaak,VVHOG
het,VUOT
",",ZM
stel,VTHOG
ons,PEMP
in,SVS
staat,NSE
om,SVS
die,LB
getal,NSE
beskikbare,ASA
ambagslui,NSM
beduidend,BS
te,UPI
verhoog,VTHOG
.,ZE
,
rapporte,NSM
behoort,VTUOM
egter,BS
inligting,NM
oor,SVS
prestasie,NSE
in,SVS
elke,PO
leerarea,NSE
of,KN
leerprogram,NSE
(,ZPL
in,SVS
die,LB
geval,NSE
van,SVS
die,LB
grondslagfase,NSE
),ZPR
te,UPI
verskaf,VTHOG
.,ZE
,
vennote,NSM
in,SVS
beslote,ASA
korporasies,NSM
en,KN
trusts,NSM
-,ZM
alle,THAO
lede,NSM
",",VTHOG
vennote,NSM
of,KN
trustees,NSM
,
leeruitkoms,NSE
2,RS
:,ZM
praat,NA
,
vorm,NSE
j262,RS
:,ZM
undertaking,NEE
and,NEE
bond,NEE
of,NEE
security,NEE
-,ZM
moet,VTUOM
ingevul,VVHOG
word,VTUOP
tensy,KO
die,LB
genomineerde,ASA
eksekuteur,NSE
,
die,LB
insolvent,NSE
reeds,BS
voorheen,BS
een,THAB
of,KN
meer,THBO
keer,NSE
gesekwestreer,VVHOG
is,VVUOP
:,ZM
maar,KN
op,SVS
voorwaarde,NSE
dat,KO
,
'n,LO
permit,NSE
van,SVS
die,LB
departement,NSE
van,SVS
handel,NA
en,KN
nywerheid,NSE
-,ZM
indien,KO
van,SVS
toepassing,NSE
,
hierdie,PA
wandaad,NSE
of,KN
oortreding,NSE
moes,VVUOM
gebeur,VTHOO
het,VUOT
terwyl,KO
'n,LO
persoon,NSE
in,SVS
polisieaanhouding,NA
was,VVHOK
.,ZE
,
ons,PEMP
wil,VTUOM
die,LB
maatskaplike,ASA
programme,NSM
wat,PB
ons,PEMP
oor,SVS
die,LB
jare,NSM
heen,BS
in,SVS
werking,NA
gestel,VVHOG
het,VUOT
",",ZM
verbeter,VTHOG
.,ZE
,
daar,UXD
sal,VTUOM
geen,THAB
kontak,NA
bewerkstellig,VTHOG
",",ZM
en,KN
geen,THAB
inligting,NM
aan,SVS
enigiemand,PO
oorgedra,VVHOG
word,VTUOP
sonder,SVS
'n,LO
geskrewe,ASA
ooreenkoms,NSE
deur,SVS
die,LB
suid-afrikaanse,ASA
burger,NSE
wat,PB
in,SVS
aanhouding,NA
of,KN
in,SVS
die,LB
tronk,NSE
verkeer,VTHOO
nie,UPO
.,ZE
,
teisteragtervolging,NA
,
geld,NM
is,VVUOP
reeds,BS
aan,SVS
sentech,NEE
toegewys,VVHOG
om,SVS
'n,LO
koordlose,ASA
internetgroothandelaar,NSE
te,UPI
word,VTHOK
en,KN
om,SVS
sy,PDHEB
digitasie,NA
te,UPI
finansier,VTHOG
.,ZE
,
menseregte,NSM
en,KN
omgewingsgeregtigheid,NA
,
minstens,BS
drie,THAB
volledige,ASA
verslae,NSM
(,ZPL
in,SVS
elektroniese,ASA
formaat,NSE
),ZPR
wat,PB
jy,PTENP
saamgestel,VVHOG
het,VUOT
of,KN
waartoe,PB
jy,PTENP
'n,LO
wesenlike,ASA
bydrae,NSE
gelewer,VVHOG
het,VUOT
.,ZE
,
verslaghouding,NA
,
vul,VTHOG
'n,LO
formele,ASA
aansoekvorm,NSE
vir,SVS
registrasie,NSE
in,UPW
.,ZE
,
ekonomiese,ASA
en,KN
bestuurswetenskappe,NSM
.,ZE
,
vir,SVS
die,LB
voorbereiding,NA
",",ZM
vervoer,NA
",",ZM
begrafnis,NSE
of,KN
verassing,NA
van,SVS
die,LB
stoflike,ASA
oorskot,NSE
van,SVS
'n,LO
suid-afrikaanse,ASA
burger,NSE
wat,PB
gesterf,VVHOO
het,VUOT
",",ZM
betaal,VTHOO
nie,UPO
.,ZE
,
leeruitkoms,NSE
5,RS
:,ZM
dink,NA
en,KN
redeneer,NA
,
tensy,KO
die,LB
balju,NSE
vra,VTHOO
vir,SVS
'n,LO
voorskot,NSE
ten,SVS
einde,NSE
'n,LO
eksekusiebevel,NSE
vir,SVS
onderhoud,NA
uit,UPW
te,UPI
voer,VTHOG
",",ZM
sal,VTUOM
daar,UXD
min,THAO
of,KN
geen,THAB
koste,NSE
wees,VTHOK
nie,UPO
.,ZE
,
die,LB
beginsel,NSE
wat,PB
hierdie,PA
benadering,NSE
rig,VTHOG
",",ZM
is,VTHOK
dat,KO
ons,PEMP
",",ZM
bo,SVS
en,KN
behalwe,KO
die,LB
maatskaplike,ASA
bystand,NA
wat,PB
deur,SVS
die,LB
staatsbegroting,NSE
verskaf,VTHOG
word,VTUOP
",",ZM
ondersoek,NSE
moet,VTUOM
instel,VTHSG
na,SVS
die,LB
invoer,NA
van,SVS
'n,LO
maatskaplike,ASA
sekerheidstelsel,NSE
wat,PB
aan,SVS
verdienste,NSE
gekoppel,VVHOG
is,VVUOP
en,KN
op,SVS
die,LB
beginsel,NSE
van,SVS
maatskaplike,ASA
solidariteit,NA
berus,VTHOO
.,ZE
,
skedule,NSE
c,RS
:,ZM
verhandeling,NA
van,SVS
effektetrust-,RWD
of,KN
ander,ASA
finansiële,ASA
instrumente,NSM
(,ZPL
ib3(c)-opgawe,NSE
),ZPR
,
dit,PDOENP
behels,VTHOG
die,LB
koördinering,NA
van,SVS
staatsondernemings,NSM
se,UPS
planne,NSM
en,KN
toesig,NA
oor,SVS
al,THAO
die,LB
infrastruktuurplanne,NSM
",",ZM
insluitend,SVS
vrag,NM
en,KN
ander,ASA
logistiek,NM
",",ZM
energiepypleidings,NSM
",",ZM
inligting-,RWD
en,KN
kommunikasietegnologie,NA
",",ZM
paaie-infrastruktuur,NM
",",ZM
en,KN
water,NM
en,KN
elektrisiteit,NM
",",ZM
ten,SVS
opsigte,NSM
van,SVS
beide,THPO
hul,PDMB
tydsberekening,NSE
en,KN
geografiese,ASA
ligging,NSE
.,ZE
,
spesiale,ASA
vermelding,NSE
moet,VTUOM
in,SVS
hierdie,PA
opsig,NSE
gemaak,VVHOG
word,VTUOP
van,SVS
die,LB
saog-fasiliteerder,NSE
",",ZM
voormalige,ASA
president,NSE
thabo,NEE
mbeki,NEE
",",ZM
en,KN
die,LB
span,NSE
wat,PB
onvermoeid,BS
en,KN
geduldig,BS
gehelp,VVHOO
het,VUOT
om,SVS
die,LB
proses,NSE
suksesvol,BS
te,UPI
voltooi,VTHOG
.,ZE
,
die,LB
naam,NSE
van,SVS
die,LB
applikant,NSE
of,KN
die,LB
geregistreerde,ASA
naam,NSE
van,SVS
die,LB
besigheid,NSE
",",VTHOG
en,KN
nie,BS
die,LB
handelsnaam,NSE
nie,UPO
",",VTHOG
moet,VTUOM
hier,BS
ingevul,VVHOG
word,VTUOP
.,ZE
,
regsadvies,NA
verkry,VTHOG
of,KN
verleen,VTHOG
nie,UPO
,
en,KN
juis,BS
omdat,KO
dit,PDOENP
'n,LO
tydperk,NSE
van,SVS
uitdagings,NSM
is,VTHOK
",",ZM
is,VTHOK
dit,PDOENP
ook,BS
'n,LO
tydperk,NSE
van,SVS
geleenthede,NSM
!,ZE
,
plaas,VTHOG
assesseringstandaarde,NSM
sentraal,BS
in,SVS
die,LB
assesseringsproses,NSE
in,SVS
elke,PO
graad,NSE
.,ZE
,
kenmerke,NSM
van,SVS
deurlopende,ASA
assessering,NA
,
sertifiseer,VTHOG
die,LB
vorm,NSE
by,SVS
die,LB
klerk,NSE
van,SVS
die,LB
hof,NSE
en,KN
dien,VTHOG
dit,PDOENP
in,UPW
.,ZE
,
tog,BS
het,VTHOG
baie,THAO
gesondheidsgeriewe,NSM
nie,BS
altyd,BS
die,LB
nodige,ASA
medisyne,NM
",",ZM
geskikte,ASA
aantal,NSE
personeellede,NSM
en,KN
'n,LO
bestendige,ASA
voorsiening,NA
van,SVS
basiese,ASA
dienste,NSM
soos,UPV
skoon,ASA
lopende,ASA
water,NM
en,KN
elektrisiteit,NM
nie,UPO
.,ZE
,
in,SVS
'n,LO
voorheen,BS
benadeelde,ASA
groep,NSE
(,ZPL
swart,ASA
",",ZM
kleurling,NSE
of,KN
indiër,NSE
),ZPR
val,VTHOO
,
die,LB
lêer,NSE
sal,VTUOM
afgelaai,VVHOG
word,VTUOP
na,SVS
die,LB
plek,NSE
wat,PB
jy,PTENP
aangedui,VVHOG
het,VUOT
.,ZE
,
al,THBO
die,LB
betrokke,ASA
leerders,NSM
en,KN
onderwysers,NSM
moet,VTUOM
ook,BS
die,LB
doel,NSE
van,SVS
die,LB
assessering,NA
duidelik,BS
verstaan,VTHOG
.,ZE
,
die,LB
groen,ASA
sertifikaat,NSE
word,VTUOP
uitgereik,VVHOG
wanneer,PB
die,LB
monster,NSE
amptelik,BS
van,SVS
die,LB
lot,NSE
getrek,VVHOG
word,VTUOP
onder,SVS
gesag,NA
van,SVS
'n,LO
geakkrediteerde,ASA
laboratorium,NSE
",",ZM
maar,KN
die,LB
toetse,NSM
deur,SVS
'n,LO
ander,ASA
geakkrediteerde,ASA
laboratorium,NSE
in,SVS
'n,LO
ander,ASA
land,NSE
uitgevoer,VVHOG
word,VTUOP
.,ZE
,
"""",ZPL
ons,PEMP
moet,VTUOM
voortgaan,VTHSO
om,SVS
te,UPI
reageer,VTHOO
op,SVS
die,LB
perspektief,NSE
waaroor,PB
ons,PEMP
gepraat,VVHOO
het,VUOT
toe,PB
die,LB
huidige,ASA
regering,NSE
sy,PDHEB
dienstermyn,NSE
begin,VTHOG
het,VUOT
",",ZM
ten,SVS
volle,BS
bewus,ASP
van,SVS
die,LB
feit,NSE
dat,KO
"""",ZPL
geeneen,THAB
van,UPD
die,LB
groot,ASA
maatskaplike,ASA
probleme,NSM
wat,PB
ons,PEMP
moet,VTUOM
oplos,VTHSG
",",ZM
buite,SVS
die,LB
konteks,NSE
van,SVS
werkskepping,NA
en,KN
die,LB
verligting,NA
en,KN
uitwissing,NA
van,SVS
armoede,NA
opgelos,VVHOG
kan,VTUOM
word,VTUOP
nie,UPO
"""",ZPR
en,KN
dat,KO
"""",ZPL
die,LB
stryd,NA
om,SVS
armoede,NA
uit,UPW
te,UPI
wis,VTHOG
'n,LO
kernaspek,NSE
van,SVS
die,LB
nasionale,ASA
poging,NSE
om,SVS
die,LB
nuwe,ASA
suid-afrika,NEE
tot,SVS
stand,NA
te,UPI
bring,VTHOO
",",ZM
was,VVHOK
en,KN
steeds,BS
sal,VTUOM
wees,VTHOK
"""",ZPR
.,ZE
,
dit,PDOENP
is,VTHOK
deels,BS
die,LB
gevolg,NSE
van,SVS
doelbewuste,ASA
programme,NSM
deur,SVS
die,LB
regering,NSE
om,SVS
openbare,ASA
infrastruktuur,NM
uit,UPW
te,UPI
brei,VTHOG
.,ZE
,
die,LB
inperking,NA
in,SVS
voorsiening,NA
wat,PB
daardeur,PB
teweeg,UPW
gebring,VVHOG
is,VVUOP
",",ZM
maak,VTHOG
die,LB
stelsel,NSE
kwesbaar,ASP
vir,SVS
enige,PO
insident,NSE
wat,PB
die,LB
beskikbaarheid,NA
van,SVS
energie,NM
kan,VTUOM
beïnvloed,VTHOG
.,ZE
,
die,LB
betalingsadviesgedeelte,NSE
van,SVS
die,LB
irp,RL
6,RS
is,VTHOK
nou,BS
op,SVS
'n,LO
aparte,ASA
bladsy,NSE
.,ZE
,
indien,KO
die,LB
insolvent,NSE
',ZPR
se,UPS
skikkingsaanbod,NSE
deur,SVS
driekwart,THAO
van,UPD
sy,PDHEB
krediteure,NSM
in,SVS
aantal,NSE
en,KN
waarde,NSE
aanvaar,VTHOG
is,VVUOP
en,KN
die,LB
insolvent,NSE
'n,LO
betaling,NSE
gemaak,VVHOG
of,KN
sekuriteit,NA
verskaf,VTHOG
het,VUOT
.,ZE
,
van,SVS
deurslaggewende,ASA
belang,NSE
is,VTHOK
die,LB
vraag,NSE
:,ZM
waaroor,PV
behoort,VTUOM
ekonomiese,ASA
groei,NA
eintlik,BS
te,UPI
gaan,VTHOO
?,ZE
,
as,KO
die,LB
soort,NSE
plant,NSE
nie,BS
in,SVS
die,LB
tabel,NSE
verskyn,VTHOO
